sentences	labels
"is a piece of royal shit of Nehru Dynasty. Sometimes I wonder if everything I was taught stands shaken! Eminent Citizen"", ""Liberals"", ""Intellectuals"" all these terms now tell me 1 thing: The person being mentioned is anti-India, feeds off my money &amp; shames me always"""	0
It should work just fine now! URL	0
Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's! URL	0
can someone please explain to these liberals that it takes more than clapping and kneeling to actually make a real difference	0
You have a dick? Damn didn’t know bhadbhabie was actually a bhadtranny	1
"ATTENTION. is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists""."""	0
She lives in the hearts of all gun nut conservatives.	0
You will not win. Texas doesn’t need a liberal. Everything liberals touch turns to crap!!	1
Can it kid	0
That they're liberals	0
6 Reason? There are more. URL	0
Perhaps FBI etc. Should look into Orrin Hatch closet and investigate what he is hiding Sex Offenders always stick together	1
"2) That's even an ANTIFA motto, By any means necessary"""""	0
I love it that the wet liberals are so frightened by the US. And yet are so keen to deal with the non-democracy that is Europe.	1
How many gun control measures did Republicans shoot down in the House or Senate during Obama’s terms? (Hint: it’s in the triple digits.) Bordering states with weak gun laws (WI &amp; IN) make it easy for gangs to get guns into Illinois.	1
whats wrong with dead antifa? I don't understand I thought the only good antifa was....	1
His name is Coco! He is a Pomeranian. He's actually old. He's is 12. The most loyal dog I have even known!	0
A new bill aims to send masked Antifa activists to jail for 15 years URL 40 years!!!!!!	0
:( Conservatives and republicans alike should recieve AND GIVE forgiveness. Gimme peace fam.	0
"Because everyone knows this is a political stunt and the GOP is going to make him Justice Kavanaugh"" before those midterm elections whether you liberals like it or not. That's what's going to happen and you need to just accept it. Right now you're still in denial URL"	0
Disgusting	1
Fair point but i didnt make the meme and couldnt take the big gov sucks off of it. And besudes meddling in many counties politics and economics. He funds antifa black lives matter to try and divide we the people to try and tear the country apart URL	1
how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even the great player who won said he's good	1
Why do all you liberals insist on trying to control everyone in America? Why do you insist those of us that work hard for our money have to give it to people who don't? Why do all you liberal millionaires keep your millions while forcing me to give away every dime I make?	0
"He is involved because he was there! Now he needs to man up and be at this hearing. Since when is it a choice to answer questions if you're a witness? If course his black out drunk"" phase might come into this."""	0
"And Sarah's story, egad! The producer who's asked if he could fall for a nymphet and responds absolutely!"""""	0
is shaking while answering question clearly she is no comfortable onpoli	0
"UKIP ( Scotland MEP David Coburn MEP just said on Theresa May is capitulating. She should have, at the start, organised leaving EU with no deal &amp; then put her deal on the table and told EU that's what you get or it's no deal."" Brexit now. (Conservatives)"""	0
poor triggered snowflake. MAGA	1
Already Following!! Fantastic MAGA Patriot!!!	0
We are the Judge Dredd's of our Nation. TuesdayMorning WednesdayWisdom WednesdayMotivation WednesdayMorning MAGA KAG MakeAmericaGreatAgain KeepAmericaGreat AmericaFirst 2A 2ADefenders When Libtard Democrats call you..via Twt: URL URL	0
Ulster unionists care nothing for conservatives whom reciprocate in kind. A Terrible partnership where true leadership and negotiation was needed. Irish border if hardened will result in lives being lost ... once more.	0
5- Most epic moment in 3 sentences GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS SHIT TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL	1
Gun control is racist. URL	1
I don‘t know why they can see she is lying they should leave him alone . They need to write an article now when they wanted to write 1 10 months ago . Just so you know you make no money with Melissa .	0
18 year old constitutional and now a ballistic expert with all the answers. Google search trained 2AShallNotBeInfringed	0
She is a cutie!!But she needs a PACKER bib	0
here she is monsta x!!!! the most beautiful queen!!!!	0
Antifa Rocker :D	0
"&amp; May need to end the stigma"" of living in B&amp;B by allowing councils to build more AFFORDABLE social housing."""	0
I second this they’re fucking nuts	1
He is a meme repeater URL	1
It just hit me the fact that Bey is always on her private yacht whenever she is on vacay. Sis will stay on the water where non of y’all can bother her	0
She is a wart on society	1
Honestly we all know he’s stupid but what is actually surprising is how dumb and easily persuaded the people of our country are .. he’ll say shit like this and every white redneck is screaming “YEAH MAGA BABY” URL	1
"Top 5 liberal excuses"" 1 Racism 2 Sexism 3 Russia 4 Guns 5 Rich It's what liberals do when they are losing and desperate. VOTE DEMOCRATS OUT!"""	0
You forgot to tag your Bulletproof bullshit mate . You got sucked into the vortex Tom and now you are drinking all the koolaid.	1
You're a fucking idiot	1
From a man (fast and furious) was held in contempt	1
She is the scuttlebutt queen	0
You are funny URL	0
Please stick to Bakersfield issues and resign from House Leadership. You are illiterate in economics and the Constitution and take too many bribes! NoSpeakerMcCarthy I’m for	1
IJesus ITrump I am A Republican I Vote Republican Never touched a cigarette or a drug and I’m percent PROUD of ALL of that! MAGA KAG BeBest ChooseRight walkaway TrumpTrain	0
Chelsea you like all your me too hysterical radicals ignore facts. you exercise fear mongering. science has helped make sure women and their unborn are safer today. The morning after pill is a great advance and the sanctity of life is more ensured for both mom and baby.	0
"Funny how on top of things"" you are trying to show you are when its white republicans in the path of the storm. An entire Island was just left to fend for its self for 13 days before help arrived. Trump is a FAKE PRESIDENT"""	1
How much money has the conservatives promised for housing over the last ten years ? and how many houses have actually been built. There promises don’t add up.	0
I love the way Leona Alleslev has seen through the Liberals. She has undoubtedly seen the destruction of our choice of service to our country. Trudeau's father started its destruction in the 60's and it hasn't changed Juniors goal of destruction either. Thank you for joining us.	0
He's walking on a street with the strictest gun control in the USA. 1+1=2.	0
